"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Affiliations","Authors with affiliations"
"Mulyadi D.; Arifani Y.; Abdurrosyid A.; Mufaridah F.; Singh C.K.S.","Mulyadi, Dodi (57213518590); Arifani, Yudhi (57205355473); Abdurrosyid, Abdurrosyid (58954311400); Mufaridah, Fitrotul (58954873200); Singh, Charanjit Kaur Swaran (57209149752)","57213518590; 57205355473; 58954311400; 58954873200; 57209149752","Fulfillment of Basic Psychological Needs of English for Specific Purpose Learners during Online Learning: Lecturers' and Learners' Perspectives","2024","Language Related Research","5","10.29252/LRR.15.3.3","https://www.scopus.com/pages/publications/85188639802?origin=resultslist","English Education Department of Universitas Muhammadiyah Semarang (UNIMUS), Indonesia; English Language Education Department of Universitas Muhammadiyah Gresik, Indonesia; School of Languages, Literatures, Cultures and Linguistics, Monash University, Australia; Universitas Negeri Jakarta, English Language Education Department of Universitas Muhammadiyah Jember, Indonesia; Department of English Language & Literature, Faculty of Languages & Communication, Universiti Pendidikan Sultan Idris, Perak, Malaysia; English Department UIN Syarif Hidayatullah Jakarta, Indonesia","Mulyadi D., English Education Department of Universitas Muhammadiyah Semarang (UNIMUS), Indonesia; Arifani Y., English Language Education Department of Universitas Muhammadiyah Gresik, Indonesia; Abdurrosyid A., School of Languages, Literatures, Cultures and Linguistics, Monash University, Australia, English Department UIN Syarif Hidayatullah Jakarta, Indonesia; Mufaridah F., Universitas Negeri Jakarta, English Language Education Department of Universitas Muhammadiyah Jember, Indonesia; Singh C.K.S., Department of English Language & Literature, Faculty of Languages & Communication, Universiti Pendidikan Sultan Idris, Perak, Malaysia"
"Anshory I.; Jamaaluddin J.; Wisaksono A.; Sulistiyowati I.; Hindarto; Rintyarna B.S.; Fudholi A.; Rahman Y.A.; Sopian K.","Anshory, Izza (57220021949); Jamaaluddin, Jamaaluddin (57218105515); Wisaksono, Arief (57218096968); Sulistiyowati, Indah (57220021317); Hindarto (56347374100); Rintyarna, Bagus Setya (57191611739); Fudholi, Ahmad (57195432490); Rahman, Yuli Asmi (57203355155); Sopian, Kamaruzzaman (7003375391)","57220021949; 57218105515; 57218096968; 57220021317; 56347374100; 57191611739; 57195432490; 57203355155; 7003375391","Optimization DC-DC boost converter of BLDC motor drive by solar panel using PID and firefly algorithm","2024","Results in Engineering","69","10.1016/j.rineng.2023.101727","https://www.scopus.com/pages/publications/85183436028?origin=resultslist","Department of Electrical Engineering, Faculty of Science and Technology, Universitas Muhammadiyah Sidoarjo, Indonesia; Research Center for Energy Conversion and Conservation, National Research and Innovation Agency (BRIN), Jakarta, Indonesia; Department of Informatic Engineering, Faculty of Science and Technology, Universitas Muhammadiyah Sidoarjo, Indonesia; Department of Informatic Engineering, Universitas Muhammadiyah Jember, Indonesia; Solar Energy Research Institute, Universiti Kebangsaan Malaysia, Selangor, Malaysia; Universitas Tadulako, Indonesia; Department of Mechanical Engineering, Universiti Teknologi PETRONAS, Perak Darul Ridzuan, Seri Iskandar, 32610, Malaysia","Anshory I., Department of Electrical Engineering, Faculty of Science and Technology, Universitas Muhammadiyah Sidoarjo, Indonesia, Research Center for Energy Conversion and Conservation, National Research and Innovation Agency (BRIN), Jakarta, Indonesia; Jamaaluddin J., Department of Electrical Engineering, Faculty of Science and Technology, Universitas Muhammadiyah Sidoarjo, Indonesia, Research Center for Energy Conversion and Conservation, National Research and Innovation Agency (BRIN), Jakarta, Indonesia; Wisaksono A., Department of Electrical Engineering, Faculty of Science and Technology, Universitas Muhammadiyah Sidoarjo, Indonesia; Sulistiyowati I., Department of Electrical Engineering, Faculty of Science and Technology, Universitas Muhammadiyah Sidoarjo, Indonesia; Hindarto, Department of Informatic Engineering, Faculty of Science and Technology, Universitas Muhammadiyah Sidoarjo, Indonesia; Rintyarna B.S., Department of Informatic Engineering, Universitas Muhammadiyah Jember, Indonesia; Fudholi A., Research Center for Energy Conversion and Conservation, National Research and Innovation Agency (BRIN), Jakarta, Indonesia, Solar Energy Research Institute, Universiti Kebangsaan Malaysia, Selangor, Malaysia; Rahman Y.A., Universitas Tadulako, Indonesia; Sopian K., Department of Mechanical Engineering, Universiti Teknologi PETRONAS, Perak Darul Ridzuan, Seri Iskandar, 32610, Malaysia"
"Fanani N.Z.; Sooai A.G.; Khamid K.; Rahmanawati F.Y.; Tormasi A.; Koczy L.T.; Sumpeno S.; Purnomo M.H.","Fanani, Nurul Zainal (56596755200); Sooai, Adri Gabriel (57958160500); Khamid, K. (57225110472); Rahmanawati, Festa Yumpi (57225108473); Tormasi, Alex (55389496800); Koczy, Laszlo T. (7005328054); Sumpeno, Surya (42462707300); Purnomo, Mauridhi Hery (6602604153)","56596755200; 57958160500; 57225110472; 57225108473; 55389496800; 7005328054; 42462707300; 6602604153","Two Stages Outlier Removal as Pre-Processing Digitizer Data on Fine Motor Skills (FMS) Classification Using Covariance Estimator and Isolation Forest","2021","International Journal of Intelligent Engineering and Systems","7","10.22266/ijies2021.0831.50","https://www.scopus.com/pages/publications/85109178869?origin=resultslist","Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Indonesia; Department of Computer Engineering, Institut Teknologi Sepuluh Nopember, Indonesia; Department of Engineering, Politeknik Negeri Jember, Indonesia; Department of Computer Science, Universitas Katolik Widya Mandira, Kupang, Indonesia; Department of Informatics Engineering, Universitas Wahidiyah, Indonesia; Departement of Psychology, Universitas Muhammadiyah Jember, Indonesia; Department of Informatics Széchenyi István University, Győr, Hungary; Department of Telecommunications and Media Informatics, University of Technology and Economics, Budapest, Hungary; University Center of Excellence on Artificial Intelligence for Healthcare and Society (UCE AIHeS), Indonesia","Fanani N.Z., Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Indonesia, Department of Computer Engineering, Institut Teknologi Sepuluh Nopember, Indonesia, Department of Engineering, Politeknik Negeri Jember, Indonesia; Sooai A.G., Department of Computer Science, Universitas Katolik Widya Mandira, Kupang, Indonesia; Khamid K., Department of Informatics Engineering, Universitas Wahidiyah, Indonesia; Rahmanawati F.Y., Departement of Psychology, Universitas Muhammadiyah Jember, Indonesia; Tormasi A., Department of Informatics Széchenyi István University, Győr, Hungary; Koczy L.T., Department of Informatics Széchenyi István University, Győr, Hungary, Department of Telecommunications and Media Informatics, University of Technology and Economics, Budapest, Hungary; Sumpeno S., Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Indonesia, Department of Computer Engineering, Institut Teknologi Sepuluh Nopember, Indonesia; Purnomo M.H., Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Indonesia, Department of Computer Engineering, Institut Teknologi Sepuluh Nopember, Indonesia, University Center of Excellence on Artificial Intelligence for Healthcare and Society (UCE AIHeS), Indonesia"
"Khoiriyah N.; Fadlilah S.A.R.; Ali A.; Zamrodah Y.; Saputro A.J.; Hadi S.; Tshilowa P.F.; Swe W.L.L.","Khoiriyah, Nikmatul (57201688785); Fadlilah, Sinkha A.R. (60373195900); Ali, Amjed (11940901200); Zamrodah, Yuhanin (60373638100); Saputro, Arief Joko (60320800400); Hadi, Syamsul (57203726292); Tshilowa, Phathutshedzo Fency (57960731900); Swe, Win Lai Lai (59460821000)","57201688785; 60373195900; 11940901200; 60373638100; 60320800400; 57203726292; 57960731900; 59460821000","Determinants of potato consumption as a carbohydrate source in East Java, Indonesia: A household-level analysis","2026","BIO Web of Conferences","0","10.1051/bioconf/202620904008","https://www.scopus.com/pages/publications/105029447607?origin=resultslist","Department of Agribusiness, Universitas Islam Malang, Malang, 65144, Indonesia; College of Agronomy, Department of Agronomy, University of Sargodha, 40162, Pakistan; Department of Agribusiness, Universitas Islam Balitar, Blitar, 66137, Indonesia; Study Program of Agribusiness, University of Muhammadiyah Jember, Jember, 68193, Indonesia; Collage of Agriculture and Environmental Sciences, University of South Africa, 0003, South Africa; Hungarian Research Institute of Organic Agriculture, Budapest, 1038, Hungary; Centre for Food Security Studies, Community Service Institutions, Universitas Islam Malang, Malang, 65144, Indonesia","Khoiriyah N., Department of Agribusiness, Universitas Islam Malang, Malang, 65144, Indonesia, Centre for Food Security Studies, Community Service Institutions, Universitas Islam Malang, Malang, 65144, Indonesia; Fadlilah S.A.R., Department of Agribusiness, Universitas Islam Malang, Malang, 65144, Indonesia; Ali A., College of Agronomy, Department of Agronomy, University of Sargodha, 40162, Pakistan; Zamrodah Y., Department of Agribusiness, Universitas Islam Balitar, Blitar, 66137, Indonesia; Saputro A.J., Department of Agribusiness, Universitas Islam Malang, Malang, 65144, Indonesia, Centre for Food Security Studies, Community Service Institutions, Universitas Islam Malang, Malang, 65144, Indonesia; Hadi S., Study Program of Agribusiness, University of Muhammadiyah Jember, Jember, 68193, Indonesia; Tshilowa P.F., Collage of Agriculture and Environmental Sciences, University of South Africa, 0003, South Africa; Swe W.L.L., Hungarian Research Institute of Organic Agriculture, Budapest, 1038, Hungary"
"Hadi D.K.; Song Z.; Rahmadya B.; Sun R.; Takeda S.","Hadi, Danang Kumara (57207453527); Song, Zequn (57447476900); Rahmadya, Budi (57211640582); Sun, Ran (57193643603); Takeda, Shigeki (54396289300)","57207453527; 57447476900; 57211640582; 57193643603; 54396289300","Stock Monitoring and Localization Systems for FIFO Method Using RFID Based Pressure Sensing Tag and AI","2024","IEEJ Transactions on Electronics, Information and Systems","0","10.1541/ieejeiss.144.894","https://www.scopus.com/pages/publications/85202957543?origin=resultslist","Graduate School of Science and Engineering, Ibaraki University, 4-12-1, Nakanarusawa, Ibaraki, Hitachi, 316-8511, Japan; Department of Agroindustrial Technology, Universitas Muhammadiyah Jember, Jember, 68124, Indonesia; Computer System Department, Faculty of Information Technology, Andalas University, Padang, 25175, Indonesia","Hadi D.K., Graduate School of Science and Engineering, Ibaraki University, 4-12-1, Nakanarusawa, Ibaraki, Hitachi, 316-8511, Japan, Department of Agroindustrial Technology, Universitas Muhammadiyah Jember, Jember, 68124, Indonesia; Song Z., Graduate School of Science and Engineering, Ibaraki University, 4-12-1, Nakanarusawa, Ibaraki, Hitachi, 316-8511, Japan; Rahmadya B., Computer System Department, Faculty of Information Technology, Andalas University, Padang, 25175, Indonesia; Sun R., Graduate School of Science and Engineering, Ibaraki University, 4-12-1, Nakanarusawa, Ibaraki, Hitachi, 316-8511, Japan; Takeda S., Graduate School of Science and Engineering, Ibaraki University, 4-12-1, Nakanarusawa, Ibaraki, Hitachi, 316-8511, Japan"
"Susanti Y.; Maghfirah A.; Fajar A.T.N.; Mukti R.R.; Kadja G.T.M.","Susanti, Yuni (57752283900); Maghfirah, Ainul (57217940746); Fajar, Adroit T. N. (57192386143); Mukti, Rino R. (12244105600); Kadja, Grandprix T. M. (56780209700)","57752283900; 57217940746; 57192386143; 12244105600; 56780209700","Hydrophobic HY zeolite with enhanced stability in hot liquid water","2025","Journal of the Iranian Chemical Society","1","10.1007/s13738-024-03157-w","https://www.scopus.com/pages/publications/85214443386?origin=resultslist","Department of Chemical Engineering, Faculty of Engineering, University of Muhammadiyah Jember, Jl. Karimata No. 49 Sumbersari, Jember, 68121, Indonesia; Division of Inorganic and Physical Chemistry, Faculty of Mathematics and Natural Sciences, Institut Teknologi Bandung, Jl. Ganesha No. 10, Bandung, 40132, Indonesia; Center for Energy Systems Design (CESD), International Institute for Carbon-Neutral Energy Research (WPI-I2CNER), Kyushu University, 744 Motooka, Fukuoka, 819-0395, Japan; Research Center for Nanosciences and Nanotechnology, Institut Teknologi Bandung, Jl. Ganesha No. 10, Bandung, 40132, Indonesia; Center for Catalysis and Reaction Engineering, Institut Teknologi Bandung, Jl. Ganesha No. 10, Bandung, 40132, Indonesia","Susanti Y., Department of Chemical Engineering, Faculty of Engineering, University of Muhammadiyah Jember, Jl. Karimata No. 49 Sumbersari, Jember, 68121, Indonesia, Research Center for Nanosciences and Nanotechnology, Institut Teknologi Bandung, Jl. Ganesha No. 10, Bandung, 40132, Indonesia; Maghfirah A., Division of Inorganic and Physical Chemistry, Faculty of Mathematics and Natural Sciences, Institut Teknologi Bandung, Jl. Ganesha No. 10, Bandung, 40132, Indonesia; Fajar A.T.N., Center for Energy Systems Design (CESD), International Institute for Carbon-Neutral Energy Research (WPI-I2CNER), Kyushu University, 744 Motooka, Fukuoka, 819-0395, Japan; Mukti R.R., Division of Inorganic and Physical Chemistry, Faculty of Mathematics and Natural Sciences, Institut Teknologi Bandung, Jl. Ganesha No. 10, Bandung, 40132, Indonesia, Research Center for Nanosciences and Nanotechnology, Institut Teknologi Bandung, Jl. Ganesha No. 10, Bandung, 40132, Indonesia; Kadja G.T.M., Division of Inorganic and Physical Chemistry, Faculty of Mathematics and Natural Sciences, Institut Teknologi Bandung, Jl. Ganesha No. 10, Bandung, 40132, Indonesia, Research Center for Nanosciences and Nanotechnology, Institut Teknologi Bandung, Jl. Ganesha No. 10, Bandung, 40132, Indonesia, Center for Catalysis and Reaction Engineering, Institut Teknologi Bandung, Jl. Ganesha No. 10, Bandung, 40132, Indonesia"
"Rizkina F.D.; Takenouchi N.; Kasamatsu H.","Rizkina, Fitriana Dina (58078796500); Takenouchi, Naruhito (58079803700); Kasamatsu, Hiroki (57194835952)","58078796500; 58079803700; 57194835952","Strengthening Supply Chain Management Through Human Capital Development in Isolated Community-Based Fisheries","2025","E3S Web of Conferences","0","10.1051/e3sconf/202566501031","https://www.scopus.com/pages/publications/105028127404?origin=resultslist","The United Graduate School of Agricultural Sciences, Ehime University, 3-5-7 Tarumi, Matsuyama, Ehime, 790-8566, Japan; Department of Agricultural Industrial Technology, Faculty of Agriculture, Universitas Muhammadiyah Jember, Jl. Karimata No. 49,East Java, Jember, 68121, Indonesia","Rizkina F.D., The United Graduate School of Agricultural Sciences, Ehime University, 3-5-7 Tarumi, Matsuyama, Ehime, 790-8566, Japan, Department of Agricultural Industrial Technology, Faculty of Agriculture, Universitas Muhammadiyah Jember, Jl. Karimata No. 49,East Java, Jember, 68121, Indonesia; Takenouchi N., The United Graduate School of Agricultural Sciences, Ehime University, 3-5-7 Tarumi, Matsuyama, Ehime, 790-8566, Japan; Kasamatsu H., The United Graduate School of Agricultural Sciences, Ehime University, 3-5-7 Tarumi, Matsuyama, Ehime, 790-8566, Japan"
"Adirahma A.S.; Widiyanto W.E.; Setyawan H.; Hamsyah K.; Darmawan A.; Nurkadri; Novita N.; Safrudin; Hb G.; Harmanto; Pranoto N.W.; Pavlovic R.","Adirahma, Ahmad Septiandika (58757090300); Widiyanto, Wahyu Eko (59307956100); Setyawan, Hendra (58671015400); Hamsyah, Khairul (59152369400); Darmawan, Arief (59936720500); Nurkadri (57212312660); Novita, Novita (60617709400); Safrudin (57212602218); Hb, Gusliana (58932106700); Harmanto (57201196847); Pranoto, Nuridin Widya (57224774817); Pavlovic, Ratko (55601723700)","58757090300; 59307956100; 58671015400; 59152369400; 59936720500; 57212312660; 60617709400; 57212602218; 58932106700; 57201196847; 57224774817; 55601723700","Article RETRACTED due to manipulation by the authors Badminton training management strategy with circuit training method to improve athlete performance among students; [Article RETRACTED due to manipulation by the authors Estrategia de gestión del entrenamiento de bádminton con el método de entrenamiento en circuito para mejorar el rendimiento deportivo de los estudiantes]","2024","Retos","13","10.47197/retos.v61.109067","https://www.scopus.com/pages/publications/85205009956?origin=resultslist","Universitas Sebelas Maret, Indonesia; Universitas Muhammadiyah Jember, Indonesia; Universitas Negeri Yogyakarta, Indonesia; Universitas Negeri Malang, Indonesia; Universitas Negeri Medan, Indonesia; Universitas Rokania, Indonesia; Universitas Riau, Indonesia; Universitas Negeri Surabaya, Indonesia; Universitas Negeri Padang, Indonesia; University of East Sarajevo, Bosnia and Herzegovina","Adirahma A.S., Universitas Sebelas Maret, Indonesia; Widiyanto W.E., Universitas Muhammadiyah Jember, Indonesia; Setyawan H., Universitas Negeri Yogyakarta, Indonesia; Hamsyah K., Universitas Negeri Yogyakarta, Indonesia; Darmawan A., Universitas Negeri Malang, Indonesia; Nurkadri, Universitas Negeri Malang, Indonesia; Novita N., Universitas Negeri Medan, Indonesia; Safrudin, Universitas Rokania, Indonesia; Hb G., Universitas Riau, Indonesia; Harmanto, Universitas Negeri Surabaya, Indonesia; Pranoto N.W., Universitas Negeri Padang, Indonesia; Pavlovic R., University of East Sarajevo, Bosnia and Herzegovina"
"Rahardi M.; Asaddulloh B.P.; Aminuddin A.; Abdulloh F.F.; Saifudin I.; Kusumawijaya F.P.","Rahardi, Majid (57222000895); Asaddulloh, Bima Pramudya (58915659000); Aminuddin, Afrig (57221994672); Abdulloh, Ferian Fauzi (57779822600); Saifudin, Ilham (57444984300); Kusumawijaya, Faqih Putra (59942047300)","57222000895; 58915659000; 57221994672; 57779822600; 57444984300; 59942047300","Optimizing Machine Learning Models for Class Imbalance in Heart Disease Prediction","2025","Engineering, Technology and Applied Science Research","3","10.48084/etasr.10407","https://www.scopus.com/pages/publications/105007882556?origin=resultslist","Department of Informatics, Faculty of Computer Science, Universitas Amikom Yogyakarta, Sleman, 55283, Indonesia; Department of Informatics, Postgraduate Program, Universitas Amikom Yogyakarta, Sleman, 55283, Indonesia; Department of Information Systems, Faculty of Computer Science, Universitas Amikom Yogyakarta, Sleman, 55283, Indonesia; Department of Informatics Engineering, Faculty of Engineering, Universitas Muhammadiyah Jember, Jember, 68121, Indonesia; School of Information Systems, Faculty of Science, Queensland University of Technology, Brisbane, 4001, Australia","Rahardi M., Department of Informatics, Faculty of Computer Science, Universitas Amikom Yogyakarta, Sleman, 55283, Indonesia; Asaddulloh B.P., Department of Informatics, Postgraduate Program, Universitas Amikom Yogyakarta, Sleman, 55283, Indonesia; Aminuddin A., Department of Information Systems, Faculty of Computer Science, Universitas Amikom Yogyakarta, Sleman, 55283, Indonesia; Abdulloh F.F., Department of Informatics, Faculty of Computer Science, Universitas Amikom Yogyakarta, Sleman, 55283, Indonesia; Saifudin I., Department of Informatics Engineering, Faculty of Engineering, Universitas Muhammadiyah Jember, Jember, 68121, Indonesia; Kusumawijaya F.P., School of Information Systems, Faculty of Science, Queensland University of Technology, Brisbane, 4001, Australia"
"Saifudin I.; Widiyaningtyas T.; Zaeni I.A.E.; Aminuddin A.","Saifudin, Ilham (57444984300); Widiyaningtyas, Triyanna (57193645741); Zaeni, Ilham Ari Elbaith (56825950400); Aminuddin, Afrig (57221994672)","57444984300; 57193645741; 56825950400; 57221994672","SVD-GoRank: Recommender System Algorithm Using SVD and Gower's Ranking","2025","IEEE Access","6","10.1109/ACCESS.2025.3533558","https://www.scopus.com/pages/publications/85216806355?origin=resultslist","Universitas Negeri Malang, Faculty of Engineering, Department of Electrical Engineering and Informatics, Malang, 65145, Indonesia; Universitas Muhammadiyah Jember, Informatics Engineering, Faculty of Engineering, Jember Regency, 68121, Indonesia; Universiti Malaysia Pahang Al-Sultan Abdullah, Faculty of Computing, College of Computing and Applied Sciences, Department of Computer Graphic and Multimedia, Kuantan, 26600, Malaysia","Saifudin I., Universitas Negeri Malang, Faculty of Engineering, Department of Electrical Engineering and Informatics, Malang, 65145, Indonesia, Universitas Muhammadiyah Jember, Informatics Engineering, Faculty of Engineering, Jember Regency, 68121, Indonesia; Widiyaningtyas T., Universitas Negeri Malang, Faculty of Engineering, Department of Electrical Engineering and Informatics, Malang, 65145, Indonesia; Zaeni I.A.E., Universitas Negeri Malang, Faculty of Engineering, Department of Electrical Engineering and Informatics, Malang, 65145, Indonesia; Aminuddin A., Universiti Malaysia Pahang Al-Sultan Abdullah, Faculty of Computing, College of Computing and Applied Sciences, Department of Computer Graphic and Multimedia, Kuantan, 26600, Malaysia"
"Rondhi M.; Hadi S.; Imanuddin M.; Mori Y.; Kondo T.; Rokhani; Suwandari A.; Kuntadi E.B.; Ulum S.; Firdaus N.A.","Rondhi, Mohammad (57204950306); Hadi, Syamsul (57203726292); Imanuddin, Muhammad (58075584000); Mori, Yasuhiro (57209853193); Kondo, Takumi (34768332500); Rokhani (57208467753); Suwandari, Anik (57216397338); Kuntadi, Ebban Bagus (57273490000); Ulum, Shohibul (58932399500); Firdaus, Nita Anisya (59758833600)","57204950306; 57203726292; 58075584000; 57209853193; 34768332500; 57208467753; 57216397338; 57273490000; 58932399500; 59758833600","Network Governance of Rural Water Management to Cope with Adverse Impacts of Climate Change: Evidence from An Irrigated Dry Area in Central Java, Indonesia","2025","Caraka Tani: Journal of Sustainable Agriculture","1","10.20961/carakatani.v40i2.91715","https://www.scopus.com/pages/publications/105003837759?origin=resultslist","Department of Agribusiness, Faculty of Agriculture, Universitas Jember, Jember, Indonesia; Department of Agribusiness, Faculty of Agriculture, Universitas Muhammadiyah Jember, Jember, Indonesia; Department of Agribusiness, Faculty of Agriculture, Universitas Muria Kudus, Kudus, Indonesia; Department of Sustainable Agriculture, Rakuno Gakuen University, Ebetsu, Japan; Research Faculty of Agriculture, Hokkaido University, Sapporo, Japan; Department of Agricultural Extension, Faculty of Agriculture, Universitas Jember, Jember, Indonesia","Rondhi M., Department of Agribusiness, Faculty of Agriculture, Universitas Jember, Jember, Indonesia; Hadi S., Department of Agribusiness, Faculty of Agriculture, Universitas Muhammadiyah Jember, Jember, Indonesia; Imanuddin M., Department of Agribusiness, Faculty of Agriculture, Universitas Muria Kudus, Kudus, Indonesia; Mori Y., Department of Sustainable Agriculture, Rakuno Gakuen University, Ebetsu, Japan; Kondo T., Research Faculty of Agriculture, Hokkaido University, Sapporo, Japan; Rokhani, Department of Agricultural Extension, Faculty of Agriculture, Universitas Jember, Jember, Indonesia; Suwandari A., Department of Agribusiness, Faculty of Agriculture, Universitas Jember, Jember, Indonesia; Kuntadi E.B., Department of Agribusiness, Faculty of Agriculture, Universitas Jember, Jember, Indonesia; Ulum S., Department of Agribusiness, Faculty of Agriculture, Universitas Jember, Jember, Indonesia; Firdaus N.A., Department of Agribusiness, Faculty of Agriculture, Universitas Jember, Jember, Indonesia"
"Umilasari R.; Susilowati L.; Slamin; Prabhu S.; Fadekemi O.J.","Umilasari, Reni (57217151145); Susilowati, Liliek (35318618500); Slamin (57202201001); Prabhu, Savari (56606760700); Fadekemi, Osaye J. (58089489000)","57217151145; 35318618500; 57202201001; 56606760700; 58089489000","The Local Resolving Dominating Set of Comb Product Graphs","2024","IAENG International Journal of Computer Science","7","","https://www.scopus.com/pages/publications/85186902566?origin=resultslist","Universitas Muhammadiyah Jember, Indonesia; Mathematics Department, Airlangga University, Indonesia; Department of Informatics System, Jember University, Indonesia; Mathematics Department, Rajalakshmi Engineering College, Tamil Nadu, Chennai, 602105, India; Department of Mathematics and Computer Science, Alabama State University, United States","Umilasari R., Universitas Muhammadiyah Jember, Indonesia; Susilowati L., Mathematics Department, Airlangga University, Indonesia; Slamin, Department of Informatics System, Jember University, Indonesia; Prabhu S., Mathematics Department, Rajalakshmi Engineering College, Tamil Nadu, Chennai, 602105, India; Fadekemi O.J., Department of Mathematics and Computer Science, Alabama State University, United States"
"Fadhli R.; Rahmat B.; Ibrahim C.; Eka Kurnia B.","Fadhli, Rahmat (57221446837); Rahmat, Baiquni (58777427500); Ibrahim, Cecep (57221441193); Eka Kurnia, Berlian (58777035800)","57221446837; 58777427500; 57221441193; 58777035800","Uncovering patterns of author productivity in educational leadership and management in Indonesia: A bibliometric study using lotka’s law","2023","Record and Library Journal","2","10.20473/rlj.V9-I2.2023.306-318","https://www.scopus.com/pages/publications/85180491979?origin=resultslist","School of Computing and Information System, The University of Melbourne, Australia; Faculty of Education, Monash University, Australia; Department of Library and Information Science, Halu Oleo University, Indonesia; Main Library, Universitas Muhammadiyah Jember, Indonesia","Fadhli R., School of Computing and Information System, The University of Melbourne, Australia; Rahmat B., Faculty of Education, Monash University, Australia; Ibrahim C., Department of Library and Information Science, Halu Oleo University, Indonesia; Eka Kurnia B., Main Library, Universitas Muhammadiyah Jember, Indonesia"
"Harmanto; Setyawan H.; Hamsyah K.; Umar F.; Safrudin; Bahriyanto A.; Yeni M.; Ginting A.; Novita; Nurkadri; Darmawan A.; Gusliana H.B.; Pranoto N.W.; Pavlovic R.","Harmanto (57201196847); Setyawan, Hendra (58671015400); Hamsyah, Khairul (59152369400); Umar, Fadilah (59467525400); Safrudin (57212602218); Bahriyanto, Ahmad (59312000800); Yeni, Melda (59377123500); Ginting, Andarias (57226606639); Novita (60617708400); Nurkadri (57212312660); Darmawan, Arief (59936720500); Gusliana, H.B. (58932106700); Pranoto, Nuridin Widya (57224774817); Pavlovic, Ratko (55601723700)","57201196847; 58671015400; 59152369400; 59467525400; 57212602218; 59312000800; 59377123500; 57226606639; 60617708400; 57212312660; 59936720500; 58932106700; 57224774817; 55601723700","Article RETRACTED due to manipulation by the authors and citations Integrating citizenship education into secondary school physical education lessons in Indonesia: an approach to reducing character degradation; [Article RETRACTED due to manipulation by the authors and citations Integración de la educación para la ciudadanía en las clases de educación física de secundaria en Indonesia: un enfoque para reducir la degradación del carácter]","2024","Retos","10","10.47197/retos.v60.108758","https://www.scopus.com/pages/publications/85206985296?origin=resultslist","Universitas Negeri Surabaya, Indonesia; Universitas Negeri Yogyakarta, Indonesia; Universitas Sebelas Maret, Indonesia; Universitas Rokania, Indonesia; Universitas Muhammadiyah Jember, Indonesia; Universitas Islam Indragiri, Indonesia; Universitas Negeri Medan, Indonesia; Universitas Negeri Malang, Indonesia; Universitas Riau, Indonesia; Universitas Negeri Padang, Indonesia; University of East Sarajevo, Bosnia and Herzegovina","Harmanto, Universitas Negeri Surabaya, Indonesia; Setyawan H., Universitas Negeri Yogyakarta, Indonesia; Hamsyah K., Universitas Negeri Yogyakarta, Indonesia; Umar F., Universitas Sebelas Maret, Indonesia; Safrudin, Universitas Rokania, Indonesia; Bahriyanto A., Universitas Muhammadiyah Jember, Indonesia; Yeni M., Universitas Islam Indragiri, Indonesia; Ginting A., Universitas Negeri Medan, Indonesia; Novita, Universitas Negeri Medan, Indonesia; Nurkadri, Universitas Negeri Medan, Indonesia; Darmawan A., Universitas Negeri Malang, Indonesia; Gusliana H.B., Universitas Riau, Indonesia; Pranoto N.W., Universitas Negeri Padang, Indonesia; Pavlovic R., University of East Sarajevo, Bosnia and Herzegovina"
"Werdiningsih I.; Nurhadi K.; Widiati U.; Muniroh S.","Werdiningsih, Indah (56023952200); Nurhadi, Kardi (57918122000); Widiati, Utami (56270206600); Muniroh, Siti (57224197202)","56023952200; 57918122000; 56270206600; 57224197202","Integrating academic literacy into contemporary learning: What we learned from an Indonesian EFL classroom","2025","Issues in Educational Research","2","","https://www.scopus.com/pages/publications/105001739546?origin=resultslist","English Department, Universitas Muhammadiyah Jember, Indonesia; Department of English at the Faculty of Education, Universitas Negeri Malang and Universitas Wiralodra, Indonesia; Department of English, Faculty of Letters, Universitas Negeri Malang, Indonesia; Universiti Sultan Zainal Abidin, Malaysia; Department of English Language Education, Faculty of Letters, Universitas Negeri Malang (UM), Indonesia","Werdiningsih I., English Department, Universitas Muhammadiyah Jember, Indonesia; Nurhadi K., Department of English at the Faculty of Education, Universitas Negeri Malang and Universitas Wiralodra, Indonesia; Widiati U., Department of English, Faculty of Letters, Universitas Negeri Malang, Indonesia, Universiti Sultan Zainal Abidin, Malaysia; Muniroh S., Department of English Language Education, Faculty of Letters, Universitas Negeri Malang (UM), Indonesia"
